,mnc,rating,reviews
8812,Sical Logistics,4.0,(129)
8813,Smart IMS,3.9,(129)
8814,Doshion,3.6,(129)
8815,Statcon Electronic,4.3,(129)
8816,Forever New,3.9,(129)
8817,Nims Hospital,3.7,(129)
8818,20 Microns,3.9,(129)
8819,Dentcare Dental Lab,3.9,(129)
8820,JS Auto Cast Foundry,3.8,(129)
8821,Tide Water Oil,3.8,(129)
8822,Minosha,4.0,(129)
8823,Alter Domus,3.0,(129)
8824,Bansal Wire Industries,3.4,(129)
8825,Growel Softech,3.0,(129)
8826,20 Microns,3.9,(129)
8827,Aqua Tech Systems,4.1,(129)
8828,Lalbaba Engineering Limited,3.4,(129)
8829,Coupa Software Inc,3.3,(129)
8830,Axtel Industries,4.0,(129)
8831,PAVIT CERAMICS ( P),3.4,(129)
8832,Stivaph Healthcare,4.0,(129)
8833,Sterling Manufacturing Company,3.7,(129)
8834,Dentcare Dental Lab,3.9,(129)
8835,Saurer,3.9,(129)
8836,Vertoz,3.4,(129)
8837,Kintetsu World Express,4.2,(129)
8838,JS Auto Cast Foundry,3.8,(129)
8839,Sathya Agencies,4.0,(129)
8840,Delhi Public School Ghaziabad Society,3.3,(129)
8841,Delhi Public School Ghaziabad Society,3.3,(129)
8842,Saurer,3.9,(129)
8843,Al Hassan Engineering Company SAOG,3.8,(128)
8844,Amrita Vidyalayam,3.5,(128)
8845,DUKES,3.7,(128)
8846,Acent High Soft Technologies,4.7,(128)
8847,Lot Mobiles,3.5,(128)
8848,GE Capital,4.4,(128)
8849,Cello,3.7,(128)
8850,SAL Automotive,3.8,(128)
8851,AKGVG & Associates,3.2,(128)
8852,Hellmann Worldwide Logistics,3.9,(128)
8853,EMPClaims,3.9,(128)
8854,Fourth Dimension Technologies,3.3,(128)
8855,Siec Education,2.7,(128)
8856,INFOCRUNCH ANALYTICS,3.0,(129)
8857,Shri Ram ComSoft Pvt Ltd - SRCOMSOFT,3.0,(128)
8858,Merck Specialities,4.1,(128)
8859,IndiaCan,4.8,(128)
8860,Edge Telecom,3.6,(128)
8861,MENTORS EDUSERV,2.9,(129)
8862,Nissin Abc Logistics,4.0,(128)
8863,Sadara Chemical Company,4.0,(128)
8864,Ice Mortgage Technology,3.2,(128)
8865,Regus,3.2,(128)
8866,Dr. D.Y.Patil Hospital & Research Centre,3.9,(128)
8867,Uk Realty,3.8,(128)
8868,Crane Process Flow Technologies India,3.4,(128)
8869,Channel Soft,3.7,(128)
8870,Minimalist,3.4,(128)
8871,IVY SOFTWARE DEVELOPMENT SERVICES,3.8,(128)
8872,LIC Mutual Fund,3.6,(128)
8873,MOVIN,3.7,(128)
8874,Vedang Radio Technology,4.2,(128)
8875,Amplifon,4.0,(128)
8876,MAP Systems,2.8,(128)
8877,Welcomhotel By ITC Hotels,4.3,(128)
8878,ABIL Group,4.3,(128)
8879,NTN NEI Manufacturing,4.0,(128)
8880,Tex Corp.,3.6,(128)
8881,Tribeca Developers,4.5,(128)
8882,C-Square Info Solutions,3.5,(128)
8883,Welcomhotel By ITC Hotels,4.3,(128)
8884,Jindal Water Infrastructure,3.7,(128)
8885,Beroe Inc,4.1,(128)
8886,Indian Synthetic Rubber,4.1,(128)
8887,Shantha Biotechnics,4.8,(128)
8888,GetMyUni,3.3,(128)
8889,WonderBotz,3.9,(128)
8890,Arvog,4.7,(128)
8891,Labvantage Solutions,3.7,(128)
8892,Krishna Enterprises,3.8,(128)
8893,Planedge Consultants,3.3,(128)
8894,Bizmatics India,3.1,(128)
8895,Tex Corp.,3.6,(128)
8896,Marvell,3.8,(128)
8897,M G Contractors,4.5,(128)
8898,Mylab Discovery Solutions,2.9,(128)
8899,Robinhood Insurance Broker Limited,3.5,(128)
8900,Garrett - Advancing Motion,3.1,(128)
8901,Saasguru,2.0,(127)
8902,DelEx Cargo,4.5,(127)
8903,Mahatma Gandhi Medical College & Hospital,4.1,(127)
8904,Lakshya Powertech Limited,4.0,(127)
8905,Gmr Aero Technic,4.2,(127)
8906,Golden Tulip Hotels,3.4,(127)
8907,Medicamen Biotech,3.2,(127)
8908,Ghaziabad Precision Products,3.6,(127)
8909,Maharishi Ayurveda Products,3.6,(127)
8910,Amwaj Catering Services,3.7,(127)
8911,Vector India,3.9,(127)
8912,TTK Services,3.3,(127)
8913,Scholastic,4.1,(127)
8914,Wildnet Technologies,4.5,(127)
8915,Jain Amar,3.0,(127)
8916,Cybertech Systems & Software,3.3,(127)
8917,Enrich Agro Food Products,3.6,(127)
8918,D&H Sécheron Electrodes,3.7,(127)
8919,Likewize,3.5,(127)
8920,Nala Robotics,1.8,(127)
8921,P&R Infraprojects,3.8,(127)
8922,Galore Networks,3.0,(127)
8923,Omni Hospital,3.7,(128)
8924,Stellapps Technologies,3.9,(129)
8925,Ganga Medical Centre & Hospitals,4.1,(127)
8926,Srinivasa Farms,3.7,(129)
8927,Indore Composite,3.9,(127)
8928,Prayagh Nutri Products,4.2,(127)
8929,Powermax Fitness India,4.8,(127)
8930,Ftcash,3.9,(127)
8931,Aapna Infotech,4.3,(127)
8932,Vivekananda Hospital,3.7,(127)
8933,Small Industries Development Bank of India,3.8,(127)
8934,T & T Infra,4.0,(127)
8935,Dhanuka Laboratories,3.8,(127)
8936,FrontierWox Tech,4.6,(127)
8937,Helm360,3.7,(127)
8938,Bharat Cooperative Bank,4.1,(127)
8939,Devon Software Services,3.8,(127)
8940,SIMA Labs,3.9,(127)
8941,DH Healthcare Software Services India Private Limited (Dedalus),3.4,(127)
8942,Zupee,3.7,(127)
8943,BHARAT TECHNO PLAST,3.7,(127)
8944,Bubugao Communication,4.3,(127)
8945,Shri Bhagwati Machines Pvt. Ltd.,3.7,(127)
8946,NEXA Service,4.1,(127)
8947,Anko,4.5,(127)
8948,Hester Biosciences,3.4,(127)
8949,NewVision Software & Consultancy,3.4,(127)
8950,The AEC Associates,4.4,(127)
8951,AGI Greenpac,3.9,(127)
8952,Turner International,4.0,(127)
8953,SOLITAIRE GROUP,3.6,(127)
8954,BL Lifesciences,3.1,(127)
8955,Techila Global Services,3.6,(127)
8956,Auriga Research,2.8,(127)
8957,Likewize,3.5,(127)
8958,S R Enterprises,4.0,(127)
8959,Kewaunee Labway,4.1,(127)
8960,Insighte,3.9,(127)
8961,R.K Associates & Hoteliers,2.6,(127)
8962,Avvashya Cci Logistics,3.6,(126)
8963,RN Valves & Faucets,3.2,(127)
8964,MCaffeine,2.9,(126)
8965,CTA Apparels,3.9,(126)
8966,Oaknet Healthcare,3.1,(126)
8967,Chargebee,3.8,(126)
8968,TSR Darashaw,3.4,(126)
8969,Dembla Valves,3.8,(126)
8970,Perpetuuiti Technosoft Services,3.5,(126)
8971,Funskool India,4.0,(126)
8972,Daelim Industrial Co.,4.8,(126)
8973,QO BOX,4.6,(126)
8974,Magnum Mi Steel,3.6,(126)
8975,Meritshot,4.5,(126)
8976,Redington Gulf,3.6,(126)
8977,Karma Ayurveda,3.8,(126)
8978,Next Move Strategy Consulting,4.8,(126)
8979,Jaya Shree Textiles,3.8,(126)
8980,Lee & Nee Softwares Exports,3.8,(126)
8981,Isgec Hitachi Zosen,3.7,(126)
8982,Odisha Power Transmission Corporation,4.3,(126)
8983,Rama group,3.5,(126)
8984,Weizmann Forex,4.4,(126)
8985,Dharmaj Crop Guard,4.0,(126)
8986,Cerence,3.2,(126)
8987,FR8,3.8,(126)
8988,Springworks,4.1,(126)
8989,Atandra Energy,4.3,(126)
8990,Richmondd Global School,4.8,(126)
8991,Rich Products & Solutions,3.6,(126)
8992,Conceptia Software Technologies,4.0,(126)
8993,Sfj Business Solutions,2.5,(126)
8994,Deqode,3.3,(126)
8995,DDRC Agilus Diagnostics,3.8,(126)
8996,Cheers Interactive,3.0,(126)
8997,Sud Chemie,4.5,(126)
8998,Vital Laboratories,3.4,(126)
8999,NDS InfoServ,3.2,(126)
9000,Believe Cosmetics,3.2,(126)
9001,TSS Consultancy,3.3,(126)
9002,Glory Global Solutions (south Asia),3.3,(126)
9003,Trangile Services,4.5,(126)
9004,Ashapurna Buildcon,3.6,(126)
9005,Gromax Agri Equipment,3.7,(126)
9006,Geeklurn,3.6,(126)
9007,Kajaria Bathware,4.2,(126)
9008,Ocube Services,2.9,(126)
9009,Ediglobe,3.9,(126)
9010,HIREXA SOLUTIONS,4.0,(126)
9011,Foodlink F&B Holdings,4.0,(126)
9012,Basavatarakam Indo American Cancer Hospital Research Institute,4.4,(126)
9013,Computer Junction,3.8,(126)
9014,AachiGroup,3.8,(126)
9015,Anmol Biscuits,4.3,(126)
9016,Navi Finserv,3.4,(126)
9017,Sigma Corporation India,3.9,(126)
9018,Starion India,3.5,(126)
9019,Impulse,3.4,(126)
9020,Techversant Infotech,3.8,(126)
9021,Geeklurn,3.6,(126)
9022,Gromax Agri Equipment,3.7,(126)
9023,Ashapurna Buildcon,3.6,(126)
9024,MSN,3.7,(126)
9025,Genus Electrotech,3.3,(126)
9026,Kajaria Bathware,4.2,(126)
9027,Nation with NaMo,2.5,(126)
9028,Mahansaria Group,3.4,(126)
9029,Mtandt,3.9,(126)
9030,College Of Education,4.4,(126)
9031,Frog CellSat,3.8,(125)
9032,Gm Infinite Dwelling,3.2,(125)
9033,Great Champ Technology Limited,2.8,(125)
9034,Abhijeet Group,3.9,(125)
9035,Seneca Global IT Services,4.2,(125)
9036,Ambit Collective,3.6,(125)
9037,Dai Ichi,4.2,(125)
9038,YouGov,3.6,(125)
9039,Vensar Constructions,4.2,(125)
9040,Celebrity Cruises,4.1,(125)
9041,DELLA LEADERS CLUB,4.6,(125)
9042,Mores Techno Private Limited,4.8,(125)
9043,Tasmed,3.4,(125)
9044,Alstrong Enterprises,4.2,(125)
9045,Indian Institute of Science Education and Research,3.8,(125)
9046,Vogo Automotive,4.0,(125)
9047,JU Agri Sciences,4.3,(125)
9048,INFAC,3.8,(125)
9049,C H Robinson Worldwide Freight,3.3,(125)
9050,Modern Informatics,3.8,(125)
9051,Anuhar Homes,3.3,(125)
9052,Nelson Global Products,3.4,(125)
9053,NGL Fine Chem,3.9,(125)
9054,KMC HOSPITAL,4.0,(125)
9055,Wipfli,3.6,(125)
9056,Zeus Learning,2.7,(125)
9057,Airworks,3.8,(125)
9058,DEC Property Management,4.0,(125)
9059,Express Housekeeper,3.8,(125)
9060,Honeywell Building Solutions,3.7,(125)
9061,BrandMuscle,3.5,(125)
9062,DANA Graziano India,4.1,(125)
9063,Nikon,3.9,(125)
9064,Getronics,4.2,(125)
9065,Government Polytechnic Nagpur,3.9,(125)
9066,Accubits Technologies,3.1,(125)
9067,Radiant Guard Services Pvt. Ltd. - India,4.8,(125)
9068,iB Arts,3.6,(125)
9069,United Airlines,3.9,(125)
9070,The India Thermit Corporation,3.6,(125)
9071,La opala rg,3.8,(125)
9072,Multi Organics,3.0,(125)
9073,Panchayati Raj,3.4,(125)
9074,Rippling,2.7,(125)
9075,Microscan Infocommtech,4.0,(125)
9076,KW Group,4.0,(125)
9077,Oncospark India Private Limited,3.7,(125)
9078,Novigo Solutions,3.8,(125)
9079,Nahar Spinning Mills,4.2,(125)
9080,Ador Powertron,3.6,(125)
9081,DANA Graziano India,4.1,(125)
9082,Panchayati Raj,3.4,(125)
9083,La opala rg,3.8,(125)
9084,Multi Organics,3.0,(125)
9085,Jaipuria Institute of Management,4.4,(125)
9086,Bioworld Merchandising,3.4,(125)
9087,Bharatiya Vidya Bhavan,3.9,(125)
9088,Oremus Corporate Services,3.7,(125)
9089,myTectra,3.2,(125)
9090,Central Bureau of Investigation,3.7,(125)
9091,Dar Group,3.3,(125)
9092,IMCS Group.,3.1,(125)
9093,Edvoy,4.1,(125)
9094,Sciative Solutions,3.8,(125)
9095,Zeomega Infotech,3.6,(124)
9096,TRUGlobal,3.7,(124)
9097,Tvs Training And Services,3.6,(124)
9098,Dormakaba India,3.8,(124)
9099,ADS Spirits,4.5,(124)
9100,Government Of Tamilnadu,3.9,(124)
9101,Government Of Tamilnadu,3.9,(124)
9102,Gateway Distriparks,3.5,(124)
9103,PeopleStrong Technologies,3.3,(124)
9104,ShipBob,3.9,(124)
9105,Vishnu Solutions,3.5,(124)
9106,NETIMPACT SOLUTIONS PVT LTD,3.4,(124)
9107,Consort Builders,4.4,(124)
9108,Hombale Constructions and Estates,4.4,(124)
9109,InnoEye Technologies,3.1,(124)
9110,Bikayi,2.8,(124)
9111,Gojavas,4.7,(124)
9112,Retailio,3.8,(124)
9113,Zeomega Infotech,3.6,(124)
9114,TRUGlobal,3.7,(124)
9115,Seth Anandram Jaipuria School,3.8,(124)
9116,S10 Healthcare Solutions,3.6,(124)
9117,Dormakaba India,3.8,(124)
9118,ADS Spirits,4.5,(124)
9119,Tvs Training And Services,3.6,(124)
9120,Bizbox Publishing,2.8,(124)
9121,Bijlipay,3.4,(124)
9122,Sparkline Equipments,4.2,(124)
9123,Dewar's Garage,3.1,(124)
9124,Alstone Manufacturing,4.1,(124)
9125,Wave Beverages,3.7,(124)
9126,Viaante Business Solutions,3.0,(124)
9127,Petronet LNG,4.5,(124)
9128,Chetak Enterprises,4.5,(124)
9129,Serentica Renewables,4.3,(124)
9130,Advance Decorative Laminates Private Limited,4.2,(124)
9131,Qseap Infotech,3.5,(124)
9132,SJS Enterprises,3.9,(124)
9133,Ufi Filters,3.9,(124)
9134,Falabella,3.0,(124)
9135,Centuary Fibre Plates,4.3,(124)
9136,Eidiko Systems Integrators,3.5,(124)
9137,TM International Logistics,3.7,(124)
9138,POWERCON Ventures India,3.6,(124)
9139,TableSpace Technologies,3.0,(124)
9140,ams OSRAM,3.1,(124)
9141,Lahori Zeera,3.9,(124)
9142,Continuum Global Solutions,3.6,(124)
9143,Mitratech,3.7,(124)
9144,Numero Uno Clothing,4.1,(124)
9145,ams OSRAM,3.1,(124)
9146,TableSpace Technologies,3.0,(124)
9147,Performics,3.7,(124)
9148,InSemi Technology Services,3.9,(124)
9149,RouteMobile,3.4,(124)
9150,G.S.E.C,2.8,(124)
9151,ABS India,3.8,(124)
9152,CallHippo,4.1,(124)
9153,Lighthouse Learning,3.4,(124)
9154,Suzlon Gujarat Wind Park,4.5,(123)
9155,Paytm Mall,3.6,(123)
9156,Hi-Tech Arai,3.8,(123)
9157,Claritus Management Consulting,4.2,(123)
9158,Midco,3.6,(123)
9159,Indus International School,3.3,(123)
9160,Indira Gandhi National Open University,4.2,(123)
9161,Storia Foods,3.8,(123)
9162,TVS Next,3.7,(123)
9163,Viswaat Chemicals,3.7,(123)
9164,Gemba Concepts,3.0,(123)
9165,Creative Projects & Contracts,4.1,(123)
9166,Marc Enterprises,3.6,(123)
9167,Diversey India Hygiene,3.9,(123)
9168,Kilitch Healthcare India,4.6,(124)
9169,TeamLease Staffing Solutions,3.3,(123)
9170,CL MICROMED,4.0,(123)
9171,Religare Housing Development Finance Corporation,4.1,(124)
9172,Bilt,4.3,(123)
9173,GO MO Group AB,4.0,(123)
9174,Paranjape Autocast,3.5,(123)
9175,Floating Numbers Digital Solutions,3.2,(123)
9176,BML Munjal University,4.1,(123)
9177,Wicked Ride Adventures,4.1,(123)
9178,Sicagen,3.8,(123)
9179,Provab Technosoft,2.9,(123)
9180,The Hi-tech Robotic Systemz,3.8,(123)
9181,Input Zero Technologies,3.7,(123)
9182,Mahindra Agri Solutions,3.7,(123)
9183,Clinic Dermatech,3.1,(123)
9184,Prose Technologies,3.8,(123)
9185,Bioplus Life Sciences,3.6,(123)
9186,HirePro Consulting,3.6,(123)
9187,Nice Software Solutions,2.8,(123)
9188,Biomatrix Healthcare,3.6,(123)
9189,Kpn Farm Fresh,3.7,(123)
9190,Galacon Infrastructure and Projects,3.4,(123)
9191,Harsha Toyota,4.1,(123)
9192,Noida International University,3.2,(123)
9193,Mumbai Metro One,3.9,(123)
9194,S.R. Batliboi & Associates,3.0,(123)
9195,ICG Medical,2.3,(123)
9196,GALAXY OFFICE AUTOMATION,4.0,(123)
9197,Marc Laboratories,3.1,(123)
9198,Yuto Printing and Packaging,3.4,(123)
9199,Pace IIT & Medical,3.3,(123)
9200,Fortune Business Insights,3.3,(123)
9201,Auxein Medical,3.3,(123)
9202,Information Evolution,3.5,(123)
9203,R.k.industries,3.7,(123)
9204,Pharmaffiliates Analytics Synthetics,3.9,(123)
9205,Renishaw Metrology Systems Limited,4.0,(123)
9206,Cartrade.com,3.7,(123)
9207,Bellfast Management,4.2,(123)
9208,LS Cable,4.4,(123)
9209,Caterpillar Signs,3.3,(123)
9210,Core Energy Systems Limited,3.8,(123)
9211,Global Group,4.0,(123)
9212,Digiperform,3.4,(123)
9213,Chetak Logistics,3.0,(123)
9214,Cogeme Precision Parts,3.8,(123)
9215,National Public School,3.4,(123)
9216,Bounce,3.2,(123)
9217,AVASO Technology Solutions,3.3,(123)
9218,Geekyants Software,3.3,(123)
9219,Interview Kickstart,3.7,(123)
9220,GD Goenka International School,3.3,(123)
9221,Vahdam India,4.1,(123)
9222,Covenant Consultants,4.1,(123)
9223,Zenith Industrial Rubber Products,3.6,(123)
9224,JBF Industries,3.5,(123)
9225,Akash Blowers,4.3,(123)
9226,IMARC Group,3.3,(123)
9227,Jse Engineering Private Limited,3.5,(123)
9228,Infotree Global Solutions,3.2,(123)
9229,Adnet Global,2.9,(123)
9230,Grid Dynamics,3.2,(123)
9231,Sobha Projects and Trade,4.0,(123)
9232,DQ Entertainment,3.3,(122)
9233,The Heritage School,3.7,(122)
9234,Menzies Aviation Bobba,3.9,(122)
9235,GREEN POWER INTERNATIONAL,4.3,(122)
9236,PGEIN,3.5,(122)
9237,Government of Madhya Pradesh,3.9,(122)
9238,Saraswati Vidya Mandir,3.9,(122)
9239,TDS Group,4.1,(122)
9240,Hidoc Dr,4.7,(122)
9241,Hidoc Dr,4.7,(122)
9242,Indwell,3.5,(122)
9243,FNZ,3.2,(122)
9244,Sudisa Foundry,3.6,(122)
9245,REVA University,3.8,(122)
9246,Pride Technologies,3.3,(122)
9247,HERO ECOTECH,3.6,(122)
9248,Everest Blowers & Vacuum Pumps,3.5,(122)
9249,DQ Entertainment,3.3,(122)
9250,Paladion Networks,3.7,(122)
9251,Enerrgia Skyi Developers,4.3,(122)
9252,Menzies Aviation Bobba,3.9,(122)
9253,Elysium Pharmaceuticals,3.3,(122)
9254,Electronica India Limited,4.6,(122)
9255,Platinum One,3.4,(122)
9256,TekFriday Processing Solutions,3.5,(122)
9257,Brindavan Bottlers,3.4,(122)
9258,Smarter BIZ Technologies,3.1,(122)
9259,PGEIN,3.5,(122)
9260,Affordplan,3.1,(122)
9261,Saboo RKS Motor,4.1,(122)
9262,Pharmalex,3.3,(122)
9263,Badafinance S&P Services,4.1,(122)
9264,Shri Venkateshwara University,3.8,(122)
9265,Saraswati Vidya Mandir,3.9,(122)
9266,INTERPLEX,4.1,(122)
9267,Udaan Technologies,3.8,(122)
9268,APPL Industries,3.7,(122)
9269,Maxvalue Credits & Investments,3.8,(122)
9270,SPS Hospitals,3.9,(122)
9271,Felix Hospital,3.2,(122)
9272,Vydehi Institute Of Medical Sciences And Research Centre,3.7,(122)
9273,NU Hospitals,3.9,(122)
9274,TDS Group,4.1,(122)
9275,HiveMinds Innovative Market Solutions,2.9,(122)
9276,Bridgenext,3.4,(122)
9277,Nitin Spinners,4.3,(122)
9278,Ayushman Hospital & Health Services,3.8,(122)
9279,Veoneer India,3.9,(122)
9280,TechBlocks,3.2,(122)
9281,Petron Engineering Construction,4.4,(122)
9282,Union Mutual Fund,3.4,(122)
9283,Adyar Ananda Bhavan Sweets,4.1,(122)
9284,Arki Techno Consultants,2.8,(122)
9285,INTECH Creative Services Pvt. Ltd.,3.7,(122)
9286,South India Krishna Oil & Fat,4.3,(122)
9287,Decision Minds,3.5,(122)
9288,Ars Steels,3.5,(122)
9289,Rocket Software,4.1,(122)
9290,The Digital Group Infotech,3.4,(122)
9291,Mendine Pharmaceuticals,4.5,(122)
9292,Mawai Infotech,3.3,(122)
9293,PSRI Hospital,3.9,(122)
9294,Belden,3.4,(122)
9295,Orient Blackswan,4.2,(122)
9296,Lincoln Electric,4.0,(122)
9297,Tega McNally Minerals,3.0,(122)
9298,Kun Hyundai,3.9,(122)
9299,Shore Infotech India,2.9,(122)
9300,Terminal Technologies (i),4.2,(122)
9301,MSP Group,3.8,(122)
9302,REVA University,3.8,(122)
9303,Local Company,4.0,(122)
9304,Pride Technologies,3.3,(122)
9305,HERO ECOTECH,3.6,(122)
9306,Cybernetik Technologies,4.0,(122)
9307,91 Springboard Business Hub,3.9,(122)
9308,Verificient Technologies,3.0,(122)
9309,Raj Process Equipments And System,3.7,(122)
9310,Guardian Healthcare Services,3.8,(122)
9311,BACS HITECH ENGINEERING,3.1,(122)
9312,Vectone Mobile,1.7,(121)
9313,Rds Project,3.5,(121)
9314,Maaden Phosphate Company,4.3,(121)
9315,Chinmaya Vidyalaya,3.9,(121)
9316,Kyocera Document Solutions India,3.4,(121)
9317,Suhail Bahwan Automobiles,4.0,(121)
9318,Accuster Technologies,2.2,(121)
9319,NovelVox Softwares India Pvt. Ltd.,4.3,(121)
9320,Absolutelabs,4.3,(121)
9321,Accuster Technologies,2.2,(121)
9322,Texport Syndicate India,3.8,(121)
9323,NovelVox Softwares India Pvt. Ltd.,4.3,(121)
9324,Keltron,4.2,(121)
9325,HuntingCube Recruitment Solution,3.9,(121)
9326,Reliable Spaces,2.7,(121)
9327,Stridely Solutions,2.8,(121)
9328,ERGO Technology & Services,3.4,(122)
9329,MAHLE Holding (India),3.8,(121)
9330,AJ Hospital and Research Centre,3.6,(121)
9331,DentalKart,2.9,(121)
9332,Stratogent Technology Services,3.1,(121)
9333,iLabz Technology,3.2,(121)
9334,Futures Group,4.6,(122)
9335,Chemtrols Industries,3.4,(121)
9336,Rds Project,3.5,(121)
9337,MyCar,4.0,(121)
9338,Chinmaya Vidyalaya,3.9,(121)
9339,Kyocera Document Solutions India,3.4,(121)
9340,Kamal Ced Solution,4.2,(121)
9341,Suhail Bahwan Automobiles,4.0,(121)
9342,SKDRDP,4.3,(121)
9343,Dexian DISYS,3.3,(121)
9344,Scorg International,3.3,(121)
9345,bluCognition,3.0,(121)
9346,BramhaCorp,3.6,(121)
9347,AFour Technologies,3.4,(121)
9348,RD Public School,3.9,(121)
9349,DAS Offshore Engineering,3.7,(121)
9350,Netxcell,3.3,(121)
9351,CNK & Associates,3.2,(121)
9352,Saarloha Advanced Materials,3.3,(121)
9353,Shiv Nadar University,4.3,(121)
9354,Iswarya Fertility Centre,3.2,(121)
9355,Travclan Technology India,3.5,(121)
9356,Drip Capital,3.5,(121)
9357,Hitachi Rail STS,4.0,(121)
9358,ACPL Systems,3.3,(121)
9359,Artson Engineering,4.0,(121)
9360,ElringKlinger AG,3.6,(121)
9361,INDI IT SOLUTIONS,4.4,(121)
9362,Citi Style,4.2,(121)
9363,TRACKS AND TOWERS INFRATECH,3.7,(121)
9364,HWASHIN Automotive,3.8,(121)
9365,InfinityLabs,3.8,(121)
9366,Gadre Marine Export,3.7,(121)
9367,Uttam Sugar Mills,3.8,(121)
9368,EasyBuy Lifestyle,3.9,(121)
9369,MAHLE Engineering,3.9,(121)
9370,Pipeline Infrastructure,4.1,(121)
9371,BetterPlace Select,4.2,(121)
9372,PNG Jewellers,4.4,(121)
9373,IndiQube,4.1,(121)
9374,Sri Sai Power and Equipments,3.7,(121)
9375,Spl Infrastructure,4.0,(121)
9376,ABB GISL,3.9,(121)
9377,Quadrafort Technologies,3.5,(121)
9378,R M Chemicals,3.4,(121)
9379,Acsia Technologies,3.0,(121)
9380,Futuretech Factory One,4.5,(120)
9381,ADNH Compass,4.3,(120)
9382,Neural IT,3.1,(120)
9383,SEPC Limited,4.3,(120)
9384,Oriental Rubber Industries,3.1,(120)
9385,Smpp,3.6,(120)
9386,TEXILA AMERICAN UNIVERSITY,3.9,(120)
9387,Epicu Agro Products,3.1,(120)
9388,ProProfs,4.0,(120)
9389,Futuretech Factory One,4.5,(120)
9390,Glowlogics Solutions,4.2,(120)
9391,Upland Software,4.7,(120)
9392,Bankedge,4.0,(120)
9393,EMDAD LLC,4.3,(120)
9394,Gandour India Food Processing,4.2,(120)
9395,Shj International,4.4,(120)
9396,Haridwar University,4.5,(120)
9397,Twin Health,3.1,(120)
9398,Constantia Flexibles,4.0,(120)
9399,Ahlcon Parenterals,4.6,(120)
9400,ATS Services,3.7,(120)
9401,Glance,3.4,(120)
9402,Mani Group,3.5,(120)
9403,Derewala Jewellery Industries,3.5,(120)
9404,Government Polytechnic College,4.0,(120)
9405,Anna University,4.1,(120)
9406,IBN Technologies,3.6,(120)
9407,NASSCOM,3.3,(120)
9408,Josh Software,3.0,(120)
9409,Spack Automotives,3.3,(120)
9410,Bernhard Schulte Shipmanagement,4.1,(120)
9411,Kaplan,4.0,(120)
9412,Detroit Engineered Products,3.3,(120)
9413,Dubai Electricity & Water Authority (DEWA),3.4,(120)
9414,Avantel,3.6,(120)
9415,Alchemist Hospital,4.3,(120)
9416,Morarjee Textiles,3.8,(120)
9417,Gandhar Oil Refinery India,3.3,(120)
9418,Indiana Gratings,3.4,(120)
9419,Integral University,3.6,(120)
9420,PhillipCapital,3.3,(120)
9421,Nagravision,3.5,(120)
9422,PhillipCapital,3.3,(120)
9423,Aster Pharmacy,3.5,(120)
9424,Polmon Instruments,3.5,(120)
9425,Migsun Group,3.2,(120)
9426,Ingenuity Gaming,2.8,(120)
9427,Jeeva Organic,3.6,(120)
9428,Finulent Solutions,4.1,(120)
9429,Wealth Clinic,3.1,(120)
9430,AL JABER GROUP,3.2,(120)
9431,Rolex Rings,3.7,(120)
9432,ERD Technologies,3.5,(120)
9433,Felix Generics,3.8,(120)
9434,Total IT Global,3.6,(120)
9435,Hipad Technology India,4.0,(119)
9436,Maharashtra State Power Generation Company,4.3,(119)
9437,Bharat Intern,3.9,(119)
9438,Sher-I-Kashmir Institute of Medical Sciences,4.3,(120)
9439,Affordable Robotic and Automation,2.8,(119)
9440,Biomerieux,3.2,(119)
9441,Parekh Group,3.7,(119)
9442,Biomerieux,3.2,(119)
9443,Affordable Robotic and Automation,2.8,(119)
9444,Patanjali Parivahan,3.7,(119)
9445,inTarvo Technologies,4.4,(119)
9446,SAAB ENGINEERING,4.0,(119)
9447,GlobalHunt,3.8,(119)
9448,Maharashtra State Power Generation Company,4.3,(119)
9449,Lyka Labs,3.8,(119)
9450,Reliance Broadcast Network,3.4,(119)
9451,Steelcase Asia Pacific Holdings India,3.5,(119)
9452,IBCC Industries,4.0,(119)
9453,Mobikasa,3.9,(119)
9454,Sentini,3.5,(119)
9455,Ramkrishna Care Hospital,3.6,(119)
9456,JMD Group,3.9,(119)
9457,Woxsen University,3.2,(119)
9458,Kcm Appliances,3.6,(119)
9459,Brahmaputra Cracker and Polymer,4.2,(119)
9460,Edukyu,3.8,(119)
9461,Ministry of Rural Development India,3.7,(119)
